Nom;ID;Latitude;Longitude;Coordonnées
BEAULIEU;8241;50.815089;4.409377;50.815089, 4.409377
BEAULIEU;8242;50.815026;4.409945;50.815026, 4.409945
BEAUTE;2533;50.839594;4.306100;50.839594, 4.3061
BEEKKANT;4014;50.854237;4.323407;50.854237, 4.323407
BEKA;9678;50.774008;4.281334;50.774008, 4.281334
BELGICA;8774;50.868418;4.336960;50.868418, 4.33696
BEMPT;2669F;50.802607;4.315710;50.802607, 4.31571
BENES;1096;50.864112;4.312275;50.864112, 4.312275
BENS;5814;50.808206;4.336901;50.808206, 4.336901
BERCHEM STATION;6001;50.872378;4.289761;50.872378, 4.289761
BERCHEM-SHOPPING;4002;50.871255;4.290445;50.871255, 4.290445
BERCHEM-SHOPPING;4059F;50.870599;4.291199;50.870599, 4.291199
BERENSHEIDE;4296;50.813685;4.414882;50.813685, 4.414882
BIEBUYCK;3059;50.887865;4.384614;50.887865, 4.384614
BIENFAITEURS;3299;50.858317;4.384603;50.858317, 4.384603
BIENFAITEURS;3308F;50.858308;4.384134;50.858308, 4.384134
BIENFAITEURS;3360F;50.857679;4.384461;50.857679, 4.384461
BIGARREAUX;1931;50.784248;4.332705;50.784248, 4.332705
BIZET;8682;50.825143;4.297518;50.825143, 4.297518
BLOKKEN;9753;50.921767;4.428813;50.921767, 4.428813
BLYCKAERTS;1909;50.832940;4.374842;50.83294, 4.374842
BLYCKAERTS;1981;50.833192;4.374800;50.833192, 4.3748
BOCKSTAEL;4123;50.877671;4.348236;50.877671, 4.348236
BOCKSTAEL;8794;50.878443;4.346758;50.878443, 4.346758
BOETENDAEL;5025;50.806640;4.343477;50.80664, 4.343477
BOITSFORT GARE;5420;50.795456;4.407914;50.795456, 4.407914
BON AIR;1485;50.836138;4.273227;50.836138, 4.273227
BONAVENTURE;1007;50.885008;4.321758;50.885008, 4.321758
BONAVENTURE;1068;50.885043;4.321289;50.885043, 4.321289
BOONDAEL GARE;5451F;50.801429;4.393038;50.801429, 4.393038
BORDET STATION;3214;50.878159;4.410513;50.878159, 4.410513
BORDET STATION;5298F;50.878941;4.409945;50.878941, 4.409945
BORDET STATION;5299F;50.878788;4.410101;50.878788, 4.410101
BOTANIQUE;6435;50.853536;4.366083;50.853536, 4.366083
BOTANIQUE;8421;50.853688;4.365472;50.853688, 4.365472
BOTANIQUE;8422;50.853778;4.365344;50.853778, 4.365344
BOTANIQUE;6437F;50.853284;4.365699;50.853284, 4.365699
BOULEAUX;1835;50.836791;4.467275;50.836791, 4.467275
BOURSE;0606;50.848068;4.349427;50.848068, 4.349427
BOURSE;1247;50.848311;4.349767;50.848311, 4.349767
BOURSE;1275;50.849399;4.347211;50.849399, 4.347211
BOURSE;3270;50.847520;4.348689;50.84752, 4.348689
BOURSE;3320;50.849372;4.347381;50.849372, 4.347381
BOZAR;3568;50.844690;4.359594;50.84469, 4.359594
BREESCH;2502;50.876959;4.342084;50.876959, 4.342084
BREYDEL;1149;50.840284;4.385065;50.840284, 4.385065
BROEK;4598;50.862830;4.287576;50.86283, 4.287576
BROUSTIN;6805;50.867929;4.326505;50.867929, 4.326505
BRUNARD;2124;50.808012;4.357118;50.808012, 4.357118
BRUSSELS AIRPORT;9600;50.898149;4.481762;50.898149, 4.481762
BRUXELLOIS;1062;50.874167;4.322536;50.874167, 4.322536
COCCINELLES;5419;50.796294;4.401659;50.796294, 4.401659
COLLEGE SACRE-COEUR;4153;50.868060;4.315424;50.86806, 4.315424
COMBAZ;2404;50.825323;4.338635;50.825323, 4.338635
COMBAZ;2463F;50.825314;4.339075;50.825314, 4.339075
CONSCIENCE;2996;50.869407;4.399921;50.869407, 4.399921
CONSEIL;6860G;50.839137;4.329838;50.839137, 4.329838
COTEAUX;6203;50.859495;4.377218;50.859495, 4.377218
CROCQ;4251;50.885316;4.329630;50.885316, 4.32963
CROSSING;3410;50.865239;4.382304;50.865239, 4.382304
DA VINCI;5039;50.876747;4.412529;50.876747, 4.412529
DA VINCI;5040;50.876145;4.410824;50.876145, 4.410824
DA VINCI;5041B;50.876864;4.411833;50.876864, 4.411833
DARWIN;5021;50.818151;4.350716;50.818151, 4.350716
DE BROUCKERE;1501;50.850127;4.352096;50.850127, 4.352096
DE BROUCKERE;3318;50.850244;4.351968;50.850244, 4.351968
DE BROUCKERE;2270B;50.850019;4.350221;50.850019, 4.350221
DE BURBURE;5525;50.845335;4.473044;50.845335, 4.473044
DE NEUTER;7381;50.859494;4.299796;50.859494, 4.299796
DE RIVIEREN;1079;50.878263;4.316479;50.878263, 4.316479
DELPORTE;4364;50.824345;4.385783;50.824345, 4.385783
DEMINEURS;5006;50.877640;4.332876;50.87764, 4.332876
DEMOLDER;5359;50.872251;4.379834;50.872251, 4.379834
DEUX CHAUSSEES;2727;50.816381;4.434921;50.816381, 4.434921
DEUX CHAUSSEES;2752;50.816390;4.434396;50.81639, 4.434396
DEUX GARES;3804;50.832033;4.324209;50.832033, 4.324209
DEUX GARES;3852;50.832052;4.324833;50.832052, 4.324833
DEVEZE-ULB;3523;50.815419;4.383538;50.815419, 4.383538
DIABOLO;4341;50.796612;4.417673;50.796612, 4.417673
DIAMANT;6451;50.849117;4.401612;50.849117, 4.401612
DIEGEMSTRAAT;9776;50.907643;4.414407;50.907643, 4.414407
DIEUDONNE LEFEVRE;4217;50.871081;4.348537;50.871081, 4.348537
DIEWEG;9972;50.796369;4.347575;50.796369, 4.347575
DIGUE DU CANAL;3808;50.823468;4.308548;50.823468, 4.308548
DON BOSCO;1832;50.841534;4.449169;50.841534, 4.449169
DORENT;9649;50.794042;4.301905;50.794042, 4.301905
DREVE DE NIVELLES;1864;50.826037;4.412737;50.826037, 4.412737
DUCALE;1990;50.841319;4.364877;50.841319, 4.364877
DUNANT;3403;50.865053;4.409024;50.865053, 4.409024
DUNETTE;2027;50.852541;4.455252;50.852541, 4.455252
ECOLE DES CADETS;2858;50.885348;4.353235;50.885348, 4.353235
EGIDE VAN OPHEM;5916;50.796219;4.324185;50.796219, 4.324185
ELEPHANT;1237;50.851948;4.332370;50.851948, 4.33237
ELEPHANT;1242;50.851957;4.333492;50.851957, 4.333492
EMPAIN;5282F;50.823988;4.431526;50.823988, 4.431526
ENGELAND;1961B;50.788941;4.333964;50.788941, 4.333964
EQUIPAGES;4319;50.787440;4.422641;50.78744, 4.422641
ERASME;8641;50.815278;4.267408;50.815278, 4.267408
ERNEST SALU;5082;50.884725;4.338981;50.884725, 4.338981
ESCAUT;4212B;50.869120;4.342003;50.86912, 4.342003
ESPLANADE;5776;50.900531;4.348183;50.900531, 4.348183
ETANGS D'IXELLES;3517;50.824140;4.373436;50.82414, 4.373436
ETANGS NOIRS;8291;50.857126;4.332011;50.857126, 4.332011
ETTERBEEK GARE;5261;50.822385;4.389373;50.822385, 4.389373
EVERE SHOPPING;3417;50.867167;4.405886;50.867167, 4.405886
EVERE SHOPPING;3466;50.866394;4.403939;50.866394, 4.403939
FABRY;2004;50.837228;4.434652;50.837228, 4.434652
FAIDER;5018;50.829515;4.355850;50.829515, 4.35585
FAIDER;5066;50.830054;4.356105;50.830054, 4.356105
FEVRIER;3952;50.850804;4.410247;50.850804, 4.410247
FIENNES;6807F;50.839066;4.333814;50.839066, 4.333814
FLAGEY;3122;50.828059;4.371676;50.828059, 4.371676
FLAGEY;6112;50.828284;4.372031;50.828284, 4.372031
FOND'ROY;5037F;50.789817;4.371716;50.789817, 4.371716
FONSON;2903F;50.878818;4.403665;50.878818, 4.403665
FOYER SCHAERBEEKOIS;5866;50.871927;4.384977;50.871927, 4.384977
FRUITS;1204;50.837374;4.290288;50.837374, 4.290288
FRUITS;1260;50.837562;4.289976;50.837562, 4.289976
GANSHOREN-SPORT;4168;50.877078;4.300879;50.877078, 4.300879
GARE BOCKSTAEL;4131;50.879855;4.347610;50.879855, 4.34761
GARE BOCKSTAEL;4132;50.879738;4.347908;50.879738, 4.347908
GARE DU MIDI;0702;50.836712;4.337521;50.836712, 4.337521
GARE DU MIDI;1123;50.836739;4.337080;50.836739, 4.33708
GARE DU MIDI;8352;50.836092;4.338259;50.836092, 4.338259
GARE DU NORD;0526;50.860763;4.360500;50.860763, 4.3605
GARE DU NORD;1030;50.860826;4.358739;50.860826, 4.358739
GARE FOREST-EST;2939;50.809243;4.320584;50.809243, 4.320584
GAULOIS;1159;50.838242;4.392106;50.838242, 4.392106
GEEFS;3113;50.857194;4.375684;50.857194, 4.375684
GENDARMES;2721;50.799427;4.379306;50.799427, 4.379306
GENDARMES;5458;50.799463;4.379178;50.799463, 4.379178
GENDARMES;27601;50.799283;4.379135;50.799283, 4.379135
GENEVE;4556;50.864192;4.403284;50.864192, 4.403284
GEORGES HENRI;0816;50.843785;4.405456;50.843785, 4.405456
GEORGES HENRI;1154;50.841744;4.406363;50.841744, 4.406363
GERSIS;1828;50.841346;4.459774;50.841346, 4.459774
GILLON;6014;50.855792;4.367006;50.855792, 4.367006
GILLON;6359F;50.856062;4.367219;50.856062, 4.367219
GLIBERT;2207;50.864233;4.357418;50.864233, 4.357418
GLIBERT;2271;50.864161;4.357517;50.864161, 4.357517
GLOBE;1984;50.800529;4.337104;50.800529, 4.337104
GLOBE;5853;50.799522;4.336495;50.799522, 4.336495
GUI;2104;50.782625;4.356926;50.782625, 4.356926
GUTENBERG;3100;50.849013;4.377741;50.849013, 4.377741
GUTENBERG;1569B;50.849130;4.377145;50.84913, 4.377145
HANNETONS;4402;50.810899;4.411502;50.810899, 4.411502
HANSEN-SOULIE;5310;50.827983;4.400319;50.827983, 4.400319
HAREN-ATELIER;3129;50.882644;4.413657;50.882644, 4.413657
HELIOTROPES;5356;50.863513;4.385827;50.863513, 4.385827
HERRMANN-DEBROUX;2046;50.812357;4.429112;50.812357, 4.429112
HERRMANN-DEBROUX;8261;50.812411;4.428516;50.812411, 4.428516
WIELS;5100;50.824088;4.326842;50.824088, 4.326842
WIELS;5175;50.824169;4.327395;50.824169, 4.327395
WIENER;5452;50.798140;4.418256;50.79814, 4.418256
WILLEMYNS;1259;50.838123;4.295952;50.838123, 4.295952
WITLOOF;2899;50.901131;4.422318;50.901131, 4.422318
WOESTE;5078;50.874737;4.333660;50.874737, 4.33366
WOLVENDAEL;2709F;50.797986;4.343446;50.797986, 4.343446
WTC;1024;50.861176;4.355359;50.861176, 4.355359
WTC;9026;50.861742;4.356296;50.861742, 4.356296
YPRES;6606;50.855466;4.346654;50.855466, 4.346654
YSAYE;6811;50.830780;4.297496;50.83078, 4.297496
ZAMAN - FOREST NATIONAL;2668;50.814001;4.324963;50.814001, 4.324963
ZENOBE GRAMME;3105;50.879766;4.383872;50.879766, 4.383872
ZENOBE GRAMME;9974;50.880062;4.384184;50.880062, 4.384184
CIMETIERE DE JETTE;5080;50.879196;4.333969;50.879196, 4.333969
CIMETIERE DE JETTE;6501;50.879151;4.335063;50.879151, 4.335063
CIMETIERE DE JETTE;2805F;50.879303;4.333713;50.879303, 4.333713
CIMETIERE DE MOLENBEEK;4054G;50.859329;4.309811;50.859329, 4.309811
CIMETIERES;4656;50.856278;4.289902;50.856278, 4.289902
CITE JARDIN;9054;50.888551;4.327482;50.888551, 4.327482
CLESSE;3553;50.817227;4.413424;50.817227, 4.413424
CLINIQUE EDITH CAVELL;2129;50.814475;4.356109;50.814475, 4.356109
CLIQUET;3621;50.836851;4.358190;50.836851, 4.35819
CLIQUET;3622;50.836878;4.357466;50.836878, 4.357466
COCCINELLES;5455;50.796555;4.400212;50.796555, 4.400212
COGHEN;7515;50.813294;4.339555;50.813294, 4.339555
COGHEN;5812F;50.812899;4.338643;50.812899, 4.338643
COLLART;7473;50.782582;4.319607;50.782582, 4.319607
COLOMBOPHILES;1479;50.818644;4.298266;50.818644, 4.298266
COMBAZ;2463;50.825314;4.339089;50.825314, 4.339089
COMHAIRE;1105;50.859968;4.296401;50.859968, 4.296401
COMTE DE FLANDRE;6755;50.856013;4.338104;50.856013, 4.338104
CONDOR;3238;50.852396;4.307205;50.852396, 4.307205
CONGRES;6357;50.850677;4.364478;50.850677, 4.364478
CONSCIENCE;3419;50.868643;4.399693;50.868643, 4.399693
CONSEIL;6808G;50.839317;4.329540;50.839317, 4.32954
CONSEIL;6860B;50.839137;4.329824;50.839137, 4.329824
CORTENBACH;2906;50.892117;4.417902;50.892117, 4.417902
COTEAUX;3309F;50.859423;4.377857;50.859423, 4.377857
DA VINCI;5044;50.876773;4.414717;50.876773, 4.414717
DANSAERT;3261;50.851025;4.345052;50.851025, 4.345052
DE BROUCKERE;8012;50.849795;4.352536;50.849795, 4.352536
DE HEYN;4072;50.893457;4.319575;50.893457, 4.319575
DE LINDE;2518;50.835330;4.299476;50.83533, 4.299476
DE VILLALOBAR;5507;50.827822;4.438997;50.827822, 4.438997
DE VILLALOBAR;5556;50.827858;4.438684;50.827858, 4.438684
DE WAND;2813;50.895678;4.357282;50.895678, 4.357282
DE WAND;5001;50.895282;4.355122;50.895282, 4.355122
DE WAND;5806;50.895399;4.356785;50.895399, 4.356785
DE WAND;2857B;50.895129;4.357752;50.895129, 4.357752
DE WAND;5700F;50.895084;4.357453;50.895084, 4.357453
DE WANSIJN;1739;50.792505;4.359958;50.792505, 4.359958
DECROLY;2453;50.804626;4.328093;50.804626, 4.328093
DEFACQZ;7520;50.828554;4.362114;50.828554, 4.362114
DELLEUR;5453;50.795670;4.412949;50.79567, 4.412949
DEMEY;6469;50.812620;4.423125;50.81262, 4.423125
DEMEY;8251;50.813565;4.420827;50.813565, 4.420827
DEMUNTER;1081;50.890416;4.315215;50.890416, 4.315215
DEPORTES;1422;50.839797;4.437879;50.839797, 4.437879
DEPOT IXELLES;3569;50.819717;4.377863;50.819717, 4.377863
DEUTSCHE SCHULE;1377;50.852427;4.491947;50.852427, 4.491947
DGHR DOMAINE MILITAIRE;3002;50.906102;4.396435;50.906102, 4.396435
DIABLOTINS;3200;50.865434;4.421794;50.865434, 4.421794
DIAMANT;6448;50.849368;4.402521;50.849368, 4.402521
DIELEGHEM;4064;50.885545;4.316272;50.885545, 4.316272
DIEUDONNE LEFEVRE;4252;50.870911;4.349332;50.870911, 4.349332
DIGUE DU CANAL;2521;50.823802;4.310464;50.823802, 4.310464
DIGUE DU CANAL;2557;50.823973;4.310748;50.823973, 4.310748
DOMAINE;2412;50.810676;4.329039;50.810676, 4.329039
DOUVRES;6809F;50.836065;4.313970;50.836065, 4.31397
DREVE DES BRULES;5657;50.818973;4.457375;50.818973, 4.457375
DRIES;2016;50.803864;4.399607;50.803864, 4.399607
DRIES;2076;50.804134;4.400260;50.804134, 4.40026
DROGENBOS CHATEAU;5727;50.785618;4.318140;50.785618, 4.31814
DROGENBOS CHATEAU;5731;50.785851;4.318040;50.785851, 4.31804
DROGENBOS CHATEAU;7472;50.784694;4.318954;50.784694, 4.318954
DUBOIS;3281;50.851365;4.311751;50.851365, 4.311751
DUCALE;1164;50.841310;4.364877;50.84131, 4.364877
DUCHESSE DE BRABANT;6704;50.849853;4.330071;50.849853, 4.330071
DUCHESSE DE BRABANT;3224F;50.849628;4.330582;50.849628, 4.330582
DUDEN;2456;50.814758;4.332909;50.814758, 4.332909
EGGERGAT;7466;50.794170;4.314175;50.79417, 4.314175
EGIDE VAN OPHEM;5953F;50.796318;4.323760;50.796318, 4.32376
EGLISE SAINT-ANTOINE;6156F;50.829856;4.386098;50.829856, 4.386098
EGLISE WEZEMBEEK;1625;50.852841;4.482746;50.852841, 4.482746
ENGELAND;5825;50.788941;4.333964;50.788941, 4.333964
ERNEST LAUDE;3110;50.865284;4.377560;50.865284, 4.37756
ERNEST LAUDE;3166;50.865419;4.377688;50.865419, 4.377688
ESCAUT;4254B;50.869147;4.342273;50.869147, 4.342273
ESCRIME;5551;50.838098;4.463161;50.838098, 4.463161
ESPLANADE;6486F;50.900531;4.348183;50.900531, 4.348183
ETANGS;1733;50.835484;4.380833;50.835484, 4.380833
ETANGS NOIRS;6470;50.857396;4.332593;50.857396, 4.332593
ETTERBEEK GARE;4306;50.821675;4.388990;50.821675, 4.38899
ETTERBEEK GARE;5205;50.822187;4.388820;50.822187, 4.38882
EUGENE TOUSSAINT;1066;50.881187;4.321847;50.881187, 4.321847
FABRY;2063;50.838090;4.435378;50.83809, 4.435378
FAIDER;5018F;50.829515;4.355821;50.829515, 4.355821
FAUCONNERIE;5423;50.801015;4.422700;50.801015, 4.4227
FERME NOS PILIFS;2827;50.903066;4.386538;50.903066, 4.386538
ROOSENDAEL;5813;50.810319;4.337566;50.810319, 4.337566
ROOSENDAEL;7510;50.810015;4.339771;50.810015, 4.339771
ROOSENDAEL;7514;50.809994;4.340002;50.809994, 4.340002
ROUGE-CLOITRE;3529;50.811452;4.439696;50.811452, 4.439696
ROYALE;3503;50.842487;4.358970;50.842487, 4.35897
ROYALE;6354;50.841561;4.358516;50.841561, 4.358516
RTL HOUSE;4558;50.857268;4.408122;50.857268, 4.408122
SABCA;3279;50.881716;4.416925;50.881716, 4.416925
SAINCTELETTE;5071;50.859349;4.344522;50.859349, 4.344522
SAINT-GUIDON;2256F;50.834794;4.306646;50.834794, 4.306646
SAINT-JOSSE;1582;50.850263;4.374759;50.850263, 4.374759
SAINTE-BERNADETTE;1496;50.835682;4.275598;50.835682, 4.275598
SAO;2330;50.905654;4.390918;50.905654, 4.390918
SAVONNERIE;6706;50.853179;4.331389;50.853179, 4.331389
SCHAERBEEK GARE;5320;50.878130;4.380205;50.87813, 4.380205
SCHUERMANS;1005;50.886310;4.318545;50.88631, 4.318545
SCHUMAN;1148;50.842379;4.383078;50.842379, 4.383078
SCHUMAN;1548;50.842046;4.383774;50.842046, 4.383774
SCHWEITZER;7213;50.864571;4.297417;50.864571, 4.297417
SEPT ETOILES;1102;50.864680;4.285470;50.86468, 4.28547
SEPT ETOILES;1193;50.865255;4.284816;50.865255, 4.284816
SIMONIS;1112;50.862960;4.330756;50.86296, 4.330756
SIMONIS (ELISABETH);8472;50.863130;4.330671;50.86313, 4.330671
SIMPSON;2507;50.869429;4.321787;50.869429, 4.321787
SLEGERS;1449;50.841490;4.432103;50.84149, 4.432103
SPORTCENTRUM RUISBROEK;9660;50.783959;4.292447;50.783959, 4.292447
SPORTCOMPLEX;9788;50.924039;4.416443;50.924039, 4.416443
SQUARE DU CENTENAIRE;9103;50.876124;4.317873;50.876124, 4.317873
STADE;4277;50.894019;4.332238;50.894019, 4.332238
STADE FALLON;1833B;50.841321;4.443688;50.841321, 4.443688
STALLE (P);5950;50.795237;4.318882;50.795237, 4.318882
STATION MEISER;3297;50.856041;4.393734;50.856041, 4.393734
STATION MEISER;6215;50.855672;4.394416;50.855672, 4.394416
STATION MEISER;6262;50.855834;4.394373;50.855834, 4.394373
STATUAIRES;1943;50.803912;4.349487;50.803912, 4.349487
STEPHANIE;5016;50.833336;4.357027;50.833336, 4.357027
STEPHENSON;2238;50.869519;4.367133;50.869519, 4.367133
STEPHENSON;5742B;50.869627;4.367247;50.869627, 4.367247
STOCKEL;1848;50.840317;4.465238;50.840317, 4.465238
STOCKEL;1879;50.840326;4.465210;50.840326, 4.46521
STUYVENBERGH;8803;50.885706;4.342406;50.885706, 4.342406
SUEDE;2671F;50.834213;4.336103;50.834213, 4.336103
TEICHMANN;5708;50.877978;4.374707;50.877978, 4.374707
TER MEEREN;5519;50.844993;4.499936;50.844993, 4.499936
THIEFFRY;8201;50.833574;4.401686;50.833574, 4.401686
THUMAS;2087;50.864784;4.456695;50.864784, 4.456695
THYS;4362;50.817530;4.392635;50.81753, 4.392635
TILLEUL;5802;50.875935;4.392836;50.875935, 4.392836
TILLEUL;5868;50.875809;4.392353;50.875809, 4.392353
TOUR ET TAXIS;1020;50.863333;4.349080;50.863333, 4.34908
TRACTEBEL;1532;50.856440;4.431044;50.85644, 4.431044
TREVES;1132;50.841004;4.374318;50.841004, 4.374318
TRIANGLE;1245;50.850475;4.336631;50.850475, 4.336631
TRIOMPHE;3516;50.817716;4.402256;50.817716, 4.402256
TRITOMAS;4408;50.810914;4.418795;50.810914, 4.418795
TROIS PERTUIS;3005;50.892106;4.395914;50.892106, 4.395914
TRONE;8301;50.841148;4.366424;50.841148, 4.366424
TWEE LEEUWENWEG;9632;50.916906;4.402072;50.916906, 4.402072
TWYENINCK;2986B;50.896196;4.421147;50.896196, 4.421147
UCCLE CALEVOET;2701;50.790918;4.333069;50.790918, 4.333069
UNION;1229;50.819628;4.325398;50.819628, 4.325398
UZ BRUSSEL;1074;50.885945;4.308626;50.885945, 4.308626
VAL DES SEIGNEURS;1846;50.841905;4.456992;50.841905, 4.456992
VAL MARIA;2826;50.898607;4.385669;50.898607, 4.385669
VALIDA;1094;50.866310;4.303465;50.86631, 4.303465
VAN BEETHOVEN;6792F;50.828862;4.292786;50.828862, 4.292786
VAN CUTSEM;7271;50.880012;4.407104;50.880012, 4.407104
VAN HAELEN;7507;50.781198;4.326177;50.781198, 4.326177
VAN PAGE;4063;50.872959;4.315007;50.872959, 4.315007
VAN PAGE;4164;50.873867;4.316071;50.873867, 4.316071
VAN ZANDE;7211;50.860522;4.305959;50.860522, 4.305959
VAN ZANDE;4055F;50.860585;4.305817;50.860585, 4.305817
VANDERKINDERE;6421F;50.813378;4.348149;50.813378, 4.348149
VANDERSTICHELEN;5011F;50.865946;4.338823;50.865946, 4.338823
VANDERVELDE;1585;50.847369;4.447929;50.847369, 4.447929
VANDERVELDE;8131;50.847477;4.446722;50.847477, 4.446722
VANDERVELDE;8132;50.847513;4.447234;50.847513, 4.447234
VANDROMME;1757;50.819078;4.415228;50.819078, 4.415228
VANHELLEMONT;3712;50.829469;4.285830;50.829469, 4.28583
VANHUFFEL;1180;50.860479;4.331824;50.860479, 4.331824
VARIA;1880;50.834461;4.378407;50.834461, 4.378407
VEEWEYDE;8691;50.829388;4.300550;50.829388, 4.30055
VERBEYST;2515B;50.876885;4.331470;50.876885, 4.33147
VERBOEKHOVEN;5766;50.871128;4.376282;50.871128, 4.376282
VEREMAN;5105;50.865359;4.292486;50.865359, 4.292486
VEREMAN;5168;50.865288;4.292927;50.865288, 4.292927
VEREMAN;5105F;50.865323;4.292572;50.865323, 4.292572
VEREMAN;5168F;50.865279;4.292913;50.865279, 4.292913
VERREWINKEL;2103;50.778337;4.354474;50.778337, 4.354474
VERREWINKEL;2157;50.778040;4.354289;50.77804, 4.354289
VERSAILLES;2816;50.896271;4.372264;50.896271, 4.372264
VETERANS COLONIAUX;1255;50.844057;4.313478;50.844057, 4.313478
VICTOR HUGO;1404;50.847707;4.397407;50.847707, 4.397407
VIGNETTE;3549;50.813655;4.419876;50.813655, 4.419876
VILLON;3286;50.863401;4.424931;50.863401, 4.424931
VINCOTTE;1512;50.851620;4.384814;50.85162, 4.384814
VLEURGAT;1977;50.823511;4.367887;50.823511, 4.367887
VOISINS;1616;50.852141;4.481977;50.852141, 4.481977
VOOT;1454;50.841381;4.434303;50.841381, 4.434303
WAGON;5952F;50.796751;4.329036;50.796751, 4.329036
VANDER ELST;4311;50.805201;4.406702;50.805201, 4.406702
VANDER ELST;4357;50.805390;4.406773;50.80539, 4.406773
VANDER MEERSCHEN;1823;50.825859;4.457147;50.825859, 4.457147
VANDERKINDERE;6422F;50.813198;4.348561;50.813198, 4.348561
VANDERKINDERE;6423F;50.813045;4.347497;50.813045, 4.347497
VANDERSTICHELEN;5074;50.866198;4.338410;50.866198, 4.33841
VANDERVELDE;1640B;50.847656;4.448569;50.847656, 4.448569
VANNE;2929;50.829776;4.364338;50.829776, 4.364338
VERBOEKHOVEN;2898;50.871074;4.376439;50.871074, 4.376439
VERGOTE;1406;50.845754;4.403995;50.845754, 4.403995
VERHEYLEWEGHEN;3919;50.848128;4.424714;50.848128, 4.424714
VERSAILLES;2854;50.896271;4.371994;50.896271, 4.371994
VICTOR ALLARD;2416;50.800391;4.327685;50.800391, 4.327685
VICTOR HUGO;1462;50.848021;4.398146;50.848021, 4.398146
VIGNETTE;4407;50.814222;4.419678;50.814222, 4.419678
VLEURGAT;5467;50.823843;4.367276;50.823843, 4.367276
VLEURGAT;7526;50.824000;4.367718;50.824, 4.367718
VTM;9634;50.914156;4.397677;50.914156, 4.397677
WATERMAEL GARE;2080;50.809680;4.399398;50.80968, 4.399398
WAXWEILER;1480;50.823075;4.296755;50.823075, 4.296755
WIELS;2546;50.824159;4.325394;50.824159, 4.325394
WIELS;5159;50.824879;4.326330;50.824879, 4.32633
WIENER;4318;50.798688;4.419704;50.798688, 4.419704
WILLEBROEK;1016;50.863306;4.353796;50.863306, 4.353796
WILLEBROEK;1051;50.863315;4.354037;50.863315, 4.354037
XAVIER DE BUE;5815;50.803594;4.336620;50.803594, 4.33662
YSER;8442;50.857454;4.351198;50.857454, 4.351198
ABBAYE;5409;50.818926;4.370739;50.818926, 4.370739
ABBAYE;5466;50.819834;4.370512;50.819834, 4.370512
ACACIAS;6008;50.834295;4.393382;50.834295, 4.393382
ACACIAS;6009;50.834116;4.393126;50.834116, 4.393126
ALBERT;0706;50.821171;4.343548;50.821171, 4.343548
ALBERT;0722;50.822312;4.343604;50.822312, 4.343604
ALBERT;2934;50.821665;4.341618;50.821665, 4.341618
ALBERT I;2217;50.839135;4.322910;50.839135, 4.32291
ALBERT I;2217F;50.839153;4.322924;50.839153, 4.322924
ALCYONS;7204;50.867760;4.293519;50.86776, 4.293519
ALPHONSE XIII;5053;50.791732;4.367177;50.791732, 4.367177
ALTITUDE CENT;2457;50.816279;4.336172;50.816279, 4.336172
AMITIE;5530;50.844614;4.464509;50.844614, 4.464509
ANATOLE FRANCE;3098;50.876799;4.385732;50.876799, 4.385732
ANDROMEDE;3920;50.854699;4.425119;50.854699, 4.425119
ANDROMEDE;3962;50.854484;4.425261;50.854484, 4.425261
ANNEESSENS;5294;50.843663;4.344672;50.843663, 4.344672
AQUIRIS;5905;50.903895;4.412157;50.903895, 4.412157
ARBRE UNIQUE;3765;50.863775;4.413980;50.863775, 4.41398
ARISTIDE BRIAND;2252;50.828949;4.302694;50.828949, 4.302694
ARMATEURS;1021;50.864547;4.352730;50.864547, 4.35273
ARMATEURS;1021B;50.865005;4.351494;50.865005, 4.351494
ARSENAL;4369;50.825700;4.397834;50.8257, 4.397834
ARSENAL;5311;50.826411;4.397181;50.826411, 4.397181
ARTEMIS;3273;50.861562;4.415938;50.861562, 4.415938
ARTISTES;2810;50.881483;4.354458;50.881483, 4.354458
ARTS ET METIERS;6608;50.847302;4.338181;50.847302, 4.338181
ARTS ET METIERS;6650;50.847419;4.338053;50.847419, 4.338053
ARTS-LOI;8041;50.845454;4.369150;50.845454, 4.36915
AUTRIQUE;1179;50.858860;4.330206;50.85886, 4.330206
AVENUE DU ROI;2670;50.831650;4.332911;50.83165, 4.332911
BAILLI;5404;50.826837;4.364068;50.826837, 4.364068
BAN-EIK;5520;50.842114;4.502611;50.842114, 4.502611
BARA;6806F;50.838735;4.337150;50.838735, 4.33715
BARRIERE;2331F;50.827158;4.344042;50.827158, 4.344042
BARRIERE;2334F;50.826762;4.343545;50.826762, 4.343545
BASCULE;1915;50.815564;4.367064;50.815564, 4.367064
BASTOGNE;2569;50.862379;4.316595;50.862379, 4.316595
BEECKMANS;4107;50.869352;4.310579;50.869352, 4.310579
BEEKKANT;8741;50.853041;4.322925;50.853041, 4.322925
BEEKKANT;8744;50.853185;4.323195;50.853185, 4.323195
BEGUINAGE;2211;50.851799;4.350803;50.851799, 4.350803
BEKA;9656;50.774125;4.281390;50.774125, 4.28139
BELGICA;8773;50.868643;4.337003;50.868643, 4.337003
BELGICA;5076F;50.867743;4.335639;50.867743, 4.335639
BEMPT;2669;50.802607;4.315696;50.802607, 4.315696
BENS;5814F;50.808206;4.336901;50.808206, 4.336901
BERCHEM STATION;7202;50.872307;4.289889;50.872307, 4.289889
