Nom;ID;Latitude;Longitude;Coordonnées
NEERSTALLE;5721;50.800828;4.317514;50.800828, 4.317514
NEKKERSDAL;4266;50.874191;4.346916;50.874191, 4.346916
NICOLAY;2209;50.858919;4.354479;50.858919, 4.354479
OBSERVATOIRE;4856;50.799526;4.357730;50.799526, 4.35773
OMNISPORTS HAREN;2895;50.892691;4.420504;50.892691, 4.420504
ONZE NOVEMBRE;1806;50.832776;4.395099;50.832776, 4.395099
OPPEM;1629;50.835757;4.495693;50.835757, 4.495693
OPPEMSTRAAT;9552;50.825801;4.507532;50.825801, 4.507532
ORBAN;2553;50.827135;4.327180;50.827135, 4.32718
ORTOLANS;4312;50.803007;4.409778;50.803007, 4.409778
OSSEGHEM;8754;50.856863;4.325308;50.856863, 4.325308
OUTRE-PONTS;2368;50.874400;4.360910;50.8744, 4.36091
OUTRE-PONTS;6102;50.873726;4.359447;50.873726, 4.359447
OUTRE-PONTS;6169F;50.874022;4.359319;50.874022, 4.359319
PORTE D'ANDERLECHT;6603;50.845369;4.338892;50.845369, 4.338892
PORTE DE HAL;0725;50.833163;4.342789;50.833163, 4.342789
PORTE DE HAL;2470;50.831976;4.344862;50.831976, 4.344862
PORTE DE NINOVE;3259;50.849990;4.338392;50.84999, 4.338392
PRINCE LEOPOLD;6173;50.883144;4.341753;50.883144, 4.341753
PRINCESSE CLEMENTINE;6097;50.875478;4.353792;50.875478, 4.353792
PRINCESSE ELISABETH;6460;50.873006;4.376723;50.873006, 4.376723
PRINCESSE ELISABETH;5302F;50.873051;4.376794;50.873051, 4.376794
PRINCESSE ELISABETH;6456F;50.873267;4.377633;50.873267, 4.377633
QUATRE BRAS;5655;50.820449;4.476777;50.820449, 4.476777
RAMIER;2314;50.895756;4.394268;50.895756, 4.394268
RAMIER;2361;50.895882;4.395192;50.895882, 4.395192
REINE ASTRID;1673;50.848307;4.466589;50.848307, 4.466589
RELAIS;4360;50.812046;4.392405;50.812046, 4.392405
RENE GOBERT;1971;50.806340;4.366482;50.80634, 4.366482
RENE HENRY;1489;50.836343;4.295117;50.836343, 4.295117
RESISTANCE;2257G;50.835706;4.312222;50.835706, 4.312222
RIBAUCOURT;4213;50.859906;4.341213;50.859906, 4.341213
RIBAUCOURT;4253;50.859897;4.341482;50.859897, 4.341482
RIBAUCOURT;5013;50.860212;4.340871;50.860212, 4.340871
RING O;1614;50.850009;4.483009;50.850009, 4.483009
RITTWEGER;1926;50.797868;4.336227;50.797868, 4.336227
RITTWEGER;1926F;50.797859;4.336184;50.797859, 4.336184
ROBIANO;6415;50.860080;4.371125;50.86008, 4.371125
RIVE DROITE;5967;50.901505;4.408885;50.901505, 4.408885
ROBIANO;6416F;50.860098;4.371125;50.860098, 4.371125
ROCHEFORT;2462F;50.824414;4.336010;50.824414, 4.33601
ROCHEFORT;5115F;50.824369;4.335499;50.824369, 4.335499
RODIN;4365;50.827537;4.381839;50.827537, 4.381839
RODTS;7267;50.790670;4.317865;50.79067, 4.317865
ROFFIAEN;5264;50.819734;4.382092;50.819734, 4.382092
ROGIER;0529;50.856232;4.358726;50.856232, 4.358726
MUSEE DU TRAM;1547;50.831044;4.433494;50.831044, 4.433494
MUSEE DU TRAM;5281;50.831421;4.432913;50.831421, 4.432913
MUSEE DU TRAM;5281F;50.831421;4.432913;50.831421, 4.432913
MUSEUM;1769;50.835862;4.374800;50.835862, 4.3748
NATATION;3120;50.833174;4.378263;50.833174, 4.378263
NATO;3301;50.877130;4.420572;50.87713, 4.420572
NEERPEDE;3718;50.829349;4.281742;50.829349, 4.281742
NEERSTALLE;2663F;50.801277;4.317315;50.801277, 4.317315
NEERSTALLE;5721F;50.800837;4.317471;50.800837, 4.317471
NEKKERSDAL;4267;50.873832;4.346305;50.873832, 4.346305
NEREUS;4105;50.872625;4.312762;50.872625, 4.312762
NERVIENS;1158;50.839573;4.386045;50.839573, 4.386045
OCEAN ATLANTIQUE;1814;50.831240;4.418590;50.83124, 4.41859
ORBAN;5718;50.826901;4.327152;50.826901, 4.327152
PADUWA;3272;50.859711;4.414970;50.859711, 4.41497
PAIX;2982;50.876822;4.401773;50.876822, 4.401773
PAIX;5801;50.876904;4.400878;50.876904, 4.400878
PARC;6309;50.846991;4.362462;50.846991, 4.362462
PARC;6356F;50.846685;4.362363;50.846685, 4.362363
PARC ELISABETH;4116;50.865071;4.328340;50.865071, 4.32834
PARC LEOPOLD;1133;50.840338;4.378662;50.840338, 4.378662
PARC MALOU;1423;50.840299;4.440293;50.840299, 4.440293
LABEUR;3859;50.819864;4.308610;50.819864, 4.30861
LANGEVELD;2131;50.806367;4.357587;50.806367, 4.357587
LEGRELLE;1027;50.874984;4.320602;50.874984, 4.320602
LEKAERTS;3362;50.872524;4.407538;50.872524, 4.407538
LEMAN;3953;50.836760;4.386455;50.83676, 4.386455
LEMONNIER;0626;50.840300;4.341437;50.8403, 4.341437
LEOPOLD I;2574;50.873360;4.329200;50.87336, 4.3292
LEOPOLD II;1875;50.836284;4.415515;50.836284, 4.415515
LEROY;2512;50.856955;4.308918;50.856955, 4.308918
LINKEBEEK GARE;1936;50.774163;4.339376;50.774163, 4.339376
LIVINGSTONE;2922;50.845022;4.377527;50.845022, 4.377527
LONG-CHENE;1380;50.853330;4.496906;50.85333, 4.496906
LONG-CHENE;1381;50.853393;4.496565;50.853393, 4.496565
LONGCHAMP;5255F;50.811977;4.367858;50.811977, 4.367858
LOUIS MARCELIS;1669;50.847042;4.483456;50.847042, 4.483456
LOUISE;1726;50.835925;4.356090;50.835925, 4.35609
LOUISE;6361;50.835888;4.355039;50.835888, 4.355039
LOUTRIER;4401;50.810748;4.407132;50.810748, 4.407132
LOWET;4163;50.874242;4.310189;50.874242, 4.310189
LUXEMBOURG;1162B;50.839431;4.373381;50.839431, 4.373381
MA CAMPAGNE;2932;50.822575;4.354305;50.822575, 4.354305
MA CAMPAGNE;5064;50.822503;4.353595;50.822503, 4.353595
MABRU;2318F;50.874544;4.362629;50.874544, 4.362629
MADOU;1508;50.849131;4.369931;50.849131, 4.369931
MADOU;3332;50.850578;4.368923;50.850578, 4.368923
MADOU;3355;50.850084;4.369193;50.850084, 4.369193
